,Link
0,http://www.researchgate.net
1,http://www.weizmann.ac.il
2,http://www.scripps.edu
3,http://www.irb.hr
4,http://www.fz-juelich.de
5,http://www.sri.com
6,http://www.rti.org
7,http://www.iiasa.ac.at
8,http://www.battelle.org
9,http://www.santafe.edu
10,http://www.swri.org
11,http://www.att.com
12,http://www.hp.com
13,http://www.tudor.lu
14,http://www.warf.org
15,http://www.parc.com
16,http://www.ifpindia.org
17,http://www.cecs.cl
18,http://www.offis.de
19,http://www.philips.com
20,http://www.affective-sciences.org
21,http://www.southernresearch.org
22,http://www.rowland.org
23,http://www.livingknowledge.org
24,http://www.stcu.int
25,http://www.fxpal.com
26,http://www.airi.org
27,http://www.schafercorp.com
28,http://www.ura-hq.org
29,http://www.harcresearch.org
30,http://www.sura.org
31,http://www.vestforsk.no
32,http://www.usf.edu
33,http://www.xerox.com
34,http://www.nmt.edu
35,http://www.owwz.de
36,http://www.evergreen-foundation.com
37,http://www.institutnicod.org
38,http://www.lakhvinder.com
