Link,Unnamed: 0
http://www.kit.edu,0
http://www.fao.org,0
http://www.usda.gov,1
http://www.scau.edu.cn,2
http://www.uaf.edu.pk,3
http://www.cgiar.org,4
http://www.iasri.res.in,5
http://www.cabdirect.org,6
http://www.ucanr.edu,7
http://www.cirad.fr,8
http://www.usda.gov,9
http://www.cabi.org,10
http://www.psu.edu,11
http://www.usda.gov,12
http://www.nefu.edu.cn,13
http://www.lawnsite.com,14
http://www.irri.org,15
http://www.arborday.org,16
http://www.iita.org,17
http://www.arboristsite.com,18
http://www.ncsu.edu,19
http://www.aua.gr,20
http://www.pestworld.org,21
http://www.usda.gov,22
http://www.agr.gc.ca,23
http://www.ufl.edu,24
http://www.groworganic.com,25
http://www.thepoultrysite.com,26
http://www.cifor.org,27
http://www.esf.edu,28
http://www.agricultureinformation.com,29
http://www.journalofdairyscience.org,30
http://www.cta.int,31
http://www.umn.edu,32
http://www.irri.org,33
http://www.asabe.org,34
http://www.uaex.edu,35
http://www.actahort.org,36
http://www.ext.vt.edu,37
http://www.environment.yale.edu,38
http://www.nifa.usda.gov,39
http://www.hortsci.ashspublications.org,40
http://www.cce.cornell.edu,41
http://www.extension.uga.edu,42
http://www.tu.org,43
http://www.icrisat.org,44
http://www.agriculturejournals.cz,45
http://www.aggie-horticulture.tamu.edu,46
http://www.feedipedia.org,47
http://www.ipni.net,48
http://www.thefishsite.com,49
http://www.bibliotecapleyades.net,0
http://www.unexplained-mysteries.com,1
http://www.educate-yourself.org,2
http://www.tfes.org,3
http://www.alchemyforums.com,4
http://www.strangesounds.org,5
http://www.historicmysteries.com,6
http://www.talkorigins.org,7
http://www.anomalist.com,8
http://www.earthfiles.com,9
http://www.forteantimes.com,10
http://www.sheldrake.org,11
http://www.bfro.net,12
http://www.orgoniseafrica.com,13
http://www.alchemywebsite.com,14
http://www.viewzone.com,15
http://www.cryptomundo.com,16
http://www.orgonelab.org,17
http://www.anomalyinfo.com,18
http://www.scientificexploration.org,19
http://www.voynich.nu,20
http://www.ethericwarriors.com,21
http://www.trueorigin.org,22
http://www.geolines.ru,23
http://www.metahistory.org,24
http://www.hasslberger.com,25
http://www.bigfootencounters.com,26
http://www.science-frontiers.com,27
http://www.varchive.org,28
http://www.yowusa.com,29
http://www.kirlian.com,30
http://www.wingmakers.com,31
http://www.bigfootforums.com,32
http://www.warriormatrix.com,33
http://www.lochness.co.uk,34
http://www.creationstudies.org,35
http://www.recoveredscience.com,36
http://www.mcremo.com,37
http://www.newgeology.us,38
http://www.cryptosightings.com,39
http://www.archaeoastronomy.com,40
http://www.atlantisrising.com,41
http://www.lochnessproject.org,42
http://www.arn.org,43
http://www.orgonics.com,44
http://www.de173.com,45
http://www.ctbusters.com,46
http://www.nessie.co.uk,47
http://www.assap.ac.uk,48
http://www.orgoneenergy.org,49
http://www.timeanddate.com,0
http://www.arxiv.org,1
http://www.space.com,2
http://www.opticsplanet.com,3
http://www.cloudynights.com,4
http://www.spaceweather.com,5
http://www.astronomy.com,6
http://www.zeiss.com,7
http://www.windows2universe.org,8
http://www.planetary.org,9
http://www.skyandtelescope.com,10
http://www.heavens-above.com,11
http://www.eso.org,12
http://www.nasa.gov,13
http://www.stellarium.org,14
http://www.vortexoptics.com,15
http://www.sdss.org,16
http://www.cornell.edu,17
http://www.stsci.edu,18
http://www.hubblesite.org,19
http://www.spacetelescope.org,20
http://www.cornell.edu,21
http://www.n2yo.com,22
http://www.navy.mil,23
http://www.alaska.edu,24
http://www.celestron.com,25
http://www.aas.org,26
http://www.optcorp.com,27
http://www.nrao.edu,28
http://www.telescope.com,29
http://www.noao.edu,30
http://www.navy.mil,31
http://www.observatorij.org,32
http://www.swin.edu.au,33
http://www.harvard.edu,34
http://www.nasa.gov,35
http://www.arizona.edu,36
http://www.seti.org,37
http://www.setiathome.berkeley.edu,38
http://www.meade.com,39
http://www.silverfrost.com,40
http://www.bo.astro.it,41
http://www.startalkradio.net,42
http://www.iau.org,43
http://www.calsky.com,44
http://www.spitzer.caltech.edu,45
http://www.sci.esa.int,46
http://www.nso.edu,47
http://www.astro.caltech.edu,48
http://www.bushnell.com,49
http://www.nih.gov,0
http://www.nature.com,1
http://www.mayoclinic.org,2
http://www.sigmaaldrich.com,3
http://www.biomedcentral.com,4
http://www.cell.com,5
http://www.asm.org,6
http://www.nih.gov,7
http://www.ebi.ac.uk,8
http://www.jbc.org,9
http://www.drugabuse.gov,10
http://www.neb.com,11
http://www.addgene.org,12
http://www.abcam.com,13
http://www.jove.com,14
http://www.csiro.au,15
http://www.ensembl.org,16
http://www.narang.com,17
http://www.uci.edu,18
http://www.jimmunol.org,19
http://www.biotecnika.org,20
http://www.broadinstitute.org,21
http://www.ucsc.edu,22
http://www.genecards.org,23
http://www.idtdna.com,24
http://www.jax.org,25
http://www.illumina.com,26
http://www.bio-rad.com,27
http://www.bioconductor.org,28
http://www.asm.org,29
http://www.eol.org,30
http://www.qiagen.com,31
http://www.bioone.org,32
http://www.botanical-online.com,33
http://www.innerbody.com,34
http://www.inaturalist.org,35
http://www.biologydictionary.net,36
http://www.plantphysiol.org,37
http://www.cirad.fr,38
http://www.genome.gov,39
http://www.atcc.org,40
http://www.hhmi.org,41
http://www.genome.jp,42
http://www.scbt.com,43
http://www.genscript.com,44
http://www.bitesizebio.com,45
http://www.cellsignal.com,46
http://www.missouribotanicalgarden.org,47
http://www.bugguide.net,48
http://www.biolegend.com,49
http://www.scienceforums.net,0
http://www.sciencechatforum.com,1
http://www.scivillage.com,2
http://www.saposjoint.net,3
http://www.thescienceforum.org,4
http://www.acs.org,0
http://www.rsc.org,1
http://www.sigmaaldrich.com,2
http://www.nih.gov,3
http://www.cas.org,4
http://www.chemspider.com,5
http://www.webqc.org,6
http://www.chemguide.co.uk,7
http://www.alliedelec.com,8
http://www.ecsdl.org,9
http://www.nist.gov,10
http://www.ecsdl.org,11
http://www.organic-chemistry.org,12
http://www.scripps.edu,13
http://www.ucalgary.ca,14
http://www.chemie.de,15
http://www.msu.edu,16
http://www.utexas.edu,17
http://www.chemicalforums.com,18
http://www.bdbiosciences.com,19
http://www.bruker.com,20
http://www.stanford.edu,21
http://www.acs.org,22
http://www.periodictable.com,23
http://www.waters.com,24
http://www.periodni.com,25
http://www.chemicool.com,26
http://www.ox.ac.uk,27
http://www.chem4kids.com,28
http://www.iupac.org,29
http://www.chemicalaid.com,30
http://www.tamu.edu,31
http://www.icis.com,32
http://www.alfa.com,33
http://www.cambridgesoft.com,34
http://www.gatech.edu,35
http://www.webelements.com,36
http://www.hitachi-hightech.com,37
http://www.chemaxon.com,38
http://www.minicircuits.com,39
http://www.chem.uci.edu,40
http://www.restek.com,41
http://www.ch.cam.ac.uk,42
http://www.sciencegeek.net,43
http://www.rsif.royalsocietypublishing.org,44
http://www.quantumwise.com,45
http://www.gaussian.com,46
http://www.fmrib.ox.ac.uk,47
http://www.docbrown.info,48
http://www.acdlabs.com,49
http://www.science.gov,0
http://www.webexhibits.org,1
http://www.worldconferencecalendar.com,2
http://www.re3data.org,3
http://www.strategian.com,4
http://www.sciencepage.org,5
http://www.europartnersearch.net,6
http://www.scicentral.com,7
http://www.nearctica.com,8
http://www.cas.org,9
http://www.louisville.edu,10
http://www.disseng.com,11
http://www.esi-topics.com,12
http://www.hypography.com,13
http://www.labfinder.net,14
http://www.stnweb.org,15
http://www.jma.go.jp,0
http://www.weather.gov,1
http://www.noaa.gov,2
http://www.bom.gov.au,3
http://www.usgs.gov,4
http://www.intellicast.com,5
http://www.metoffice.gov.uk,6
http://www.usgs.gov,7
http://www.geology.com,8
http://www.metservice.com,9
http://www.smhi.se,10
http://www.zamg.ac.at,11
http://www.ucar.edu,12
http://www.imd.gov.in,13
http://www.lightningmaps.org,14
http://www.meteo.be,15
http://www.noaa.gov,16
http://www.dost.gov.ph,17
http://www.ametsoc.org,18
http://www.kma.go.kr,19
http://www.gov.si,20
http://www.noaa.gov,21
http://www.nasa.gov,22
http://www.met.ie,23
http://www.amnh.org,24
http://www.nwcg.gov,25
http://www.emsc-csem.org,26
http://www.ncees.org,27
http://www.hcmr.gr,28
http://www.iris.edu,29
http://www.mindat.org,30
http://www.agu.org,31
http://www.wmo.int,32
http://www.cma.gov.cn,33
http://www.ut.ac.ir,34
http://www.smg.gov.mo,35
http://www.oceaneering.com,36
http://www.imo.org,37
http://www.typhoon2000.ph,38
http://www.cpc.ncep.noaa.gov,39
http://www.leica-geosystems.com,40
http://www.spe.org,41
http://www.ordnancesurvey.co.uk,42
http://www.allmetsat.com,43
http://www.blm.gov,44
http://www.irb.hr,45
http://www.nsidc.org,46
http://www.ngdc.noaa.gov,47
http://www.ucmp.berkeley.edu,48
http://www.goes.noaa.gov,49
http://www.howstuffworks.com,0
http://www.sciencedaily.com,1
http://www.nsf.gov,2
http://www.sciencebuddies.org,3
http://www.explorable.com,4
http://www.nsta.org,5
http://www.freevideolectures.com,6
http://www.shodor.org,7
http://www.sciencespot.net,8
http://www.sciencenetlinks.com,9
http://www.tifr.res.in,10
http://www.soinc.org,11
http://www.berkeley.edu,12
http://www.oregonstate.edu,13
http://www.sciplus.com,14
http://www.societyforscience.org,15
http://www.madscience.org,16
http://www.wardsci.com,17
http://www.msnucleus.org,18
http://www.scienceinschool.org,19
http://www.globe.gov,20
http://www.arborsci.com,21
http://www.planet-science.com,22
http://www.sciencehq.com,23
http://www.a3bs.com,24
http://www.24houranswers.com,25
http://www.k12science.org,26
http://www.orau.gov,27
http://www.illinois.edu,28
http://www.sciences-en-ligne.com,29
http://www.tecquipment.com,30
http://www.billnye.com,31
http://www.all-science-fair-projects.com,32
http://www.edquest.ca,33
http://www.nih.gov,34
http://www.funsci.com,35
http://www.101science.com,36
http://www.extremescience.com,37
http://www.scienceproject.com,38
http://www.narst.org,39
http://www.sciencebooksonline.info,40
http://www.astarmathsandphysics.com,41
http://www.ase.org.uk,42
http://www.super-science-fair-projects.com,43
http://www.projectsforschool.com,44
http://www.acornnaturalists.com,45
http://www.scitoys.com,46
http://www.science-campus.com,47
http://www.crscientific.com,48
http://www.sciensational.com,49
http://www.postdocjobs.com,0
http://www.newscientist.com,1
http://www.phds.org,2
http://www.careercornerstone.org,3
http://www.medzilla.com,4
