Link,Unnamed: 0
http://www.nih.gov,0
http://www.drugabuse.gov,1
http://www.chestnet.org,2
http://www.aa.org,3
http://www.dea.gov,4
http://www.drugabuse.gov,5
http://www.bmj.com,6
http://www.drugpolicy.org,7
http://www.smokefree.gov,8
http://www.al-anon.org,9
http://www.whyquit.com,10
http://www.asam.org,11
http://www.soberrecovery.com,12
http://www.promises.com,13
http://www.responsibility.org,14
http://www.dualdiagnosis.org,15
http://www.smartrecovery.org,16
http://www.ncadd.org,17
http://www.drugfree.org,18
http://www.inspiremalibu.com,19
http://www.na.org,20
http://www.thetruth.com,21
http://www.michaelshouse.com,22
http://www.marijuana-anonymous.org,23
http://www.adultchildren.org,24
http://www.hazelden.org,25
http://www.alcohol.org.nz,26
http://www.recoveryfirst.org,27
http://www.camh.net,28
http://www.alcoholics-anonymous.org.uk,29
http://www.stop-tabac.ch,30
http://www.intnsa.org,31
http://www.crchealth.com,32
http://www.ireta.org,33
http://www.quit.org.au,34
http://www.themeadows.com,35
http://www.aainpalmbeach.org,36
http://www.celebraterecovery.com,37
http://www.lakeviewhealth.com,38
http://www.nyintergroup.org,39
http://www.exchangesupplies.org,40
http://www.cascadiabhc.org,41
http://www.aagrapevine.org,42
http://www.naadac.org,43
http://www.psychemedics.com,44
http://www.rightstep.com,45
http://www.oc-aa.org,46
http://www.addict-help.com,47
http://www.castlecraig.co.uk,48
http://www.attcnetwork.org,49
http://www.nih.gov,0
http://www.healthyaging.net,1
http://www.buckinstitute.org,2
http://www.sens.org,3
http://www.geron.org,4
http://www.senescence.info,5
http://www.weeksmd.com,6
http://www.grg.org,7
http://www.infoaging.org,8
http://www.aginganddisease.org,9
http://www.wisc.edu,10
http://www.longevity-science.org,11
http://www.wayne.edu,12
http://www.sciencemag.org,13
http://www.theantiagingdoctor.com,14
http://www.brookdale.org,15
http://www.napleslongevity.com,16
http://www.wellmax.com,17
http://www.antiaging.com,18
http://www.agingportfolio.org,19
http://www.nymemory.org,20
http://www.aging.cc,21
http://www.arclab.org,22
http://www.thebls.org,23
http://www.hcoa.org,24
http://www.innovitaresearch.org,25
http://www.longevitymeme.org,26
http://www.physioage.com,27
http://www.prolongyouth.com,28
http://www.smartlifeforum.org,29
http://www.mercola.com,0
http://www.tonyrobbins.com,1
http://www.drweil.com,2
http://www.massageenvy.com,3
http://www.top10homeremedies.com,4
http://www.mindful.org,5
http://www.coachfederation.org,6
http://www.pacificcollege.edu,7
http://www.bastyr.edu,8
http://www.jonbarron.org,9
http://www.earthclinic.com,10
http://www.aromaweb.com,11
http://www.thework.com,12
http://www.jiva.com,13
http://www.life.edu,14
http://www.nycc.edu,15
http://www.yourcoach.be,16
http://www.quackwatch.org,17
http://www.drbatras.com,18
http://www.amtamassage.org,19
http://www.massageexchange.com,20
http://www.hpathy.com,21
http://www.palmer.edu,22
http://www.cda.org,23
http://www.heartmath.org,24
http://www.plumvillage.org,25
http://www.nuhs.edu,26
http://www.parker.edu,27
http://www.cmcc.ca,28
http://www.homeopathic.com,29
http://www.abmp.com,30
http://www.eomega.org,31
http://www.yinyanghouse.com,32
http://www.abchomeopathy.com,33
http://www.drhomeo.com,34
http://www.acupuncturetoday.com,35
http://www.naturalhealers.com,36
http://www.dadamo.com,37
http://www.massagemag.com,38
http://www.scnm.edu,39
http://www.gerson.org,40
http://www.achs.edu,41
http://www.acatoday.org,42
http://www.ccnm.edu,43
http://www.wddty.com,44
http://www.emofree.com,45
http://www.altnature.com,46
http://www.allthatmatters.com,47
http://www.ayurveda.com,48
http://www.safecosmetics.org,49
http://www.petmd.com,0
http://www.vin.com,1
http://www.banfield.com,2
http://www.avma.org,3
http://www.merckvetmanual.com,4
http://www.dogfoodadvisor.com,5
http://www.rvc.ac.uk,6
http://www.petwave.com,7
http://www.purina.com,8
http://www.thehorse.com,9
http://www.upenn.edu,10
http://www.uga.edu,11
http://www.ucdavis.edu,12
http://www.cliniciansbrief.com,13
http://www.dvm360.com,14
http://www.wsu.edu,15
http://www.wikivet.net,16
http://www.catspride.com,17
http://www.bmj.com,18
http://www.dvm360.com,19
http://www.aaha.org,20
http://www.veterinarypracticenews.com,21
http://www.aavmc.org,22
http://www.vetwest.com.au,23
http://www.ufl.edu,24
http://www.umn.edu,25
http://www.pdsa.org.uk,26
http://www.colostate.edu,27
http://www.tufts.edu,28
http://www.vets-now.com,29
http://www.tamu.edu,30
http://www.ncsu.edu,31
http://www.iastate.edu,32
http://www.felinediabetes.com,33
http://www.vetmeduni.ac.at,34
http://www.acvs.org,35
http://www.aasv.org,36
http://www.catinfo.org,37
http://www.vetmed.wisc.edu,38
http://www.vetmed.vt.edu,39
http://www.vet.k-state.edu,40
http://www.aaep.org,41
http://www.vet.purdue.edu,42
http://www.vetstream.com,43
http://www.rcvs.org.uk,44
http://www.vet.osu.edu,45
http://www.inpractice.bmj.com,46
http://www.animalresearch.info,47
http://www.bva.co.uk,48
http://www.ovc.uoguelph.ca,49
http://www.fragrantica.com,0
http://www.makeupalley.com,1
http://www.greatclips.com,2
http://www.paulaschoice.com,3
http://www.naturallycurly.com,4
http://www.basenotes.net,5
http://www.totalbeauty.com,6
http://www.beautyheaven.com.au,7
http://www.longhaircommunity.com,8
http://www.taaz.com,9
http://www.becomegorgeous.com,10
http://www.lisaeldridge.com,11
http://www.thehairstyler.com,12
http://www.nailsmag.com,13
http://www.haircuttery.com,14
http://www.hairfinder.com,15
http://www.toniandguy.com,16
http://www.behindthechair.com,17
http://www.amodelrecommends.com,18
http://www.ukhairdressers.com,19
http://www.exhalespa.com,20
http://www.skininc.com,21
http://www.cew.org,22
http://www.dreadheadhq.com,23
http://www.aveda.edu,24
http://www.boisdejasmin.com,25
http://www.beautyriot.com,26
http://www.cidesco.com,27
http://www.blanchemacdonald.com,28
http://www.beautifulmakeupsearch.com,29
http://www.beautytech.com,30
http://www.avedainstitute.ca,31
http://www.beautynewsnyc.com,32
http://www.professionalbeauty.co.uk,33
http://www.focusonstyle.com,34
http://www.brendakinsel.com,35
http://www.pheromonetalk.com,36
http://www.beautyanalysis.com,37
http://www.beautytipsonline.com,38
http://www.milaninstitute.edu,39
http://www.reddoorspas.com,40
http://www.headshaver.org,41
http://www.pivot-point.com,42
http://www.coba.edu,43
http://www.howtodread.com,44
http://www.oliverfinley.com,45
http://www.notablescents.net,46
http://www.electrology.com,47
http://www.cmucollege.com,48
http://www.beauty.about.com,49
http://www.kidshealth.org,0
http://www.nih.gov,1
http://www.zerotothree.org,2
http://www.healthofchildren.com,3
http://www.safekids.org,4
http://www.happiestbaby.com,5
http://www.kennedykrieger.org,6
http://www.actionforhealthykids.org,7
http://www.drgreene.com,8
http://www.icdl.com,9
http://www.cowandgate.co.uk,10
http://www.immune.org.nz,11
http://www.ecog-obesity.eu,12
http://www.brightfutures.org,13
http://www.curesearch.org,14
http://www.infanthearing.org,15
http://www.teenagecancertrust.org,16
http://www.amchp.org,17
http://www.chargesyndrome.org,18
http://www.hmbana.org,19
http://www.coregroup.org,20
http://www.healthychild.com,21
http://www.purplecrying.info,22
http://www.cranialtech.com,23
http://www.magicfoundation.org,24
http://www.ped-onc.org,25
http://www.virtualpediatrichospital.org,26
http://www.stmaryskids.org,27
http://www.amazingkids.org,28
http://www.cappskids.org,29
http://www.mwph.org,30
http://www.drpaul.com,31
http://www.factsforlifeglobal.org,32
http://www.slimgoodbody.com,33
http://www.nyfoundling.org,34
http://www.nutritionforkids.com,35
http://www.texasmilkbank.org,36
http://www.aboutkidsgi.org,37
http://www.sids.org,38
http://www.thefussybabysite.com,39
http://www.firstsigns.org,40
http://www.rankenjordan.org,41
http://www.dscc.uic.edu,42
http://www.ukamb.org,43
http://www.speechdelay.com,44
http://www.wellstart.org,45
http://www.reyessyndrome.org,46
http://www.sids-network.org,47
http://www.firstcandle.org,48
http://www.scottishcotdeathtrust.org,49
http://www.cdc.gov,0
http://www.nih.gov,1
http://www.cancer.org,2
http://www.heart.org,3
http://www.cancer.gov,4
http://www.spine-health.com,5
http://www.alz.org,6
http://www.arthritis.org,7
http://www.baldtruthtalk.com,8
http://www.diabetes.org,9
http://www.cancer.net,10
http://www.nih.gov,11
http://www.mdanderson.org,12
http://www.acc.org,13
http://www.nih.gov,14
http://www.hairlosstalk.com,15
http://www.kidney.org,16
http://www.aacrjournals.org,17
http://www.stjude.org,18
http://www.breastcancer.org,19
http://www.nih.gov,20
http://www.endocrineweb.com,21
http://www.diabetes.co.uk,22
http://www.sleepfoundation.org,23
http://www.cancercenter.com,24
http://www.dexcom.com,25
http://www.davita.com,26
http://www.nih.gov,27
http://www.epilepsy.com,28
http://www.bhf.org.uk,29
http://www.rarediseases.org,30
http://www.unaids.org,31
http://www.nationalmssociety.org,32
http://www.cancer.ca,33
http://www.dermnetnz.org,34
http://www.heartfoundation.org.au,35
http://www.macmillan.org.uk,36
http://www.clincancerres.aacrjournals.org,37
http://www.lung.org,38
http://www.avert.org,39
http://www.chemocare.com,40
http://www.nccn.org,41
http://www.iarc.fr,42
http://www.acaai.org,43
http://www.aidsinfo.nih.gov,44
http://www.diabetesdaily.com,45
http://www.lls.org,46
http://www.alzheimers.org.uk,47
http://www.dana-farber.org,48
http://www.aaaai.org,49
http://www.ada.org,0
http://www.nih.gov,1
http://www.mouthhealthy.org,2
http://www.nyu.edu,3
http://www.dentalcare.com,4
http://www.animated-teeth.com,5
http://www.aae.org,6
http://www.dentaleconomics.com,7
http://www.cda-adc.ca,8
http://www.cda.org,9
http://www.dentalxchange.com,10
http://www.washington.edu,11
http://www.umich.edu,12
http://www.ufl.edu,13
http://www.1800dentist.com,14
http://www.angle.org,15
http://www.ucla.edu,16
http://www.asdanet.org,17
http://www.perio.org,18
http://www.agd.org,19
http://www.mydenturecare.com,20
http://www.aaoinfo.org,21
http://www.jendodon.com,22
http://www.dentalcompare.com,23
http://www.pacific.edu,24
http://www.gdc-uk.org,25
http://www.washington.edu,26
http://www.oralcancerfoundation.org,27
http://www.ada.org.au,28
http://www.upenn.edu,29
http://www.tufts.edu,30
http://www.uth.edu,31
http://www.dentalhealth.org,32
http://www.emergencydentistsusa.com,33
http://www.aaoms.org,34
http://www.jdentaled.org,35
http://www.iti.org,36
http://www.dentistry.uic.edu,37
http://www.dentistry.uiowa.edu,38
http://www.dentistry.usc.edu,39
http://www.wreb.org,40
http://www.dental.buffalo.edu,41
http://www.adha.org,42
http://www.jco-online.com,43
http://www.jisppd.com,44
http://www.hsdm.harvard.edu,45
http://www.dentalhealth.ie,46
http://www.dentistry.umn.edu,47
http://www.aacd.com,48
http://www.sdm.rutgers.edu,49
http://www.whatclinic.com,0
http://www.castleconnolly.com,1
http://www.aarogya.com,2
http://www.ushospitalfinder.com,3
http://www.healthdirectory.com.au,4
http://www.citehealth.com,5
http://www.findhealthpros.com,6
http://www.findbestcare.com,7
http://www.mayoclinic.org,0
http://www.nhs.uk,1
http://www.medicinenet.com,2
http://www.patient.info,3
http://www.sharecare.com,4
http://www.healthstream.com,5
http://www.labtestsonline.org,6
http://www.netdoctor.co.uk,7
http://www.healthdirect.gov.au,8
http://www.familydoctor.org,9
http://www.alberta.ca,10
http://www.lls.org,11
http://www.healthtalk.org,12
http://www.usp.org,13
http://www.healthfinder.gov,14
http://www.unos.org,15
http://www.clevelandclinicmeded.com,16
http://www.emedtv.com,17
http://www.muschealth.org,18
http://www.michener.ca,19
http://www.gurnick.edu,20
http://www.merckengage.com,21
http://www.educationresourcesinc.com,22
http://www.thedoctorwillseeyounow.com,23
http://www.patientpower.info,24
http://www.trioweb.org,25
http://www.healthsaveblog.com,26
http://www.ahealthyme.com,27
http://www.drmirkin.com,28
http://www.netwellness.org,29
http://www.familydoctor.co.nz,30
http://www.glseminars.com,31
http://www.americanseminar.com,32
http://www.nw.edu,33
http://www.drugsdb.com,34
http://www.projectsinknowledge.com,35
http://www.totalhealth.co.uk,36
http://www.abhes.org,37
http://www.symposiamedicus.org,38
http://www.healthlibrary.com,39
http://www.hccs.com,40
http://www.nethealthbook.com,41
http://www.medicc.org,42
http://www.rmuohp.edu,43
http://www.vlh.com,44
http://www.phlebotomy.com,45
http://www.mededseminars.net,46
http://www.auhs.edu,47
http://www.healthinschools.org,48
http://www.abqaurp.org,49
http://www.menshealth.com,0
http://www.self.com,1
http://www.verywellfit.com,2
http://www.prevention.com,3
http://www.24hourfitness.com,4
http://www.fitnessmagazine.com,5
http://www.acefitness.org,6
http://www.ideafit.com,7
http://www.nasm.org,8
http://www.goldsgym.com,9
http://www.lesmills.com,10
http://www.nsca.com,11
http://www.acsm.org,12
http://www.freetrainers.com,13
http://www.functionalmovement.com,14
http://www.jazzercise.com,15
http://www.barmethod.com,16
http://www.worldgym.com,17
http://www.canfitpro.com,18
http://www.afpafitness.com,19
http://www.clubindustry.com,20
http://www.nianow.com,21
http://www.ncsf.org,22
http://www.healthfitness.com,23
http://www.afaa.com,24
http://www.nfpt.com,25
http://www.peakpilates.com,26
http://www.nchpad.org,27
http://www.curves.com,28
http://www.fitness.edu.au,29
http://www.canadianfitness.net,30
http://www.nifs.org,31
http://www.lifetimetraining.co.uk,32
http://www.realage.com,33
http://www.thetrainingroom.com,34
http://www.nafctrainer.com,35
http://www.infofit.ca,36
http://www.ifpa-fitness.com,37
http://www.polestarpilates.com,38
http://www.cmsfitnesscourses.co.uk,39
http://www.waterart.org,40
http://www.fitour.com,41
http://www.asep.org,42
http://www.basipilates.com,43
http://www.actioncertification.org,44
http://www.stretchnow.com.au,45
http://www.nccpt.com,46
http://www.easyvigour.net.nz,47
http://www.takethemagicstep.com,48
http://www.mensfitness.com,49
http://www.homeinstead.com,0
http://www.rightathome.net,1
http://www.visitingangels.com,2
http://www.bayada.com,3
http://www.amedisys.com,4
http://www.nahc.org,5
http://www.vnsny.org,6
http://www.interimhealthcare.com,7
http://www.optioncare.com,8
http://www.vnhcsb.org,9
http://www.gentiva.com,10
http://www.24hrcares.com,11
http://www.visitingphysicians.com,12
http://www.accentcare.com,13
http://www.starmulticare.com,14
http://www.addus.com,15
http://www.londoncare.co.uk,16
http://www.bayshorehomecare.com,17
http://www.vnaa.org,18
http://www.amdalinhome.com,19
http://www.livhome.com,20
http://www.hhsrn.com,21
http://www.alwayshomecare.ca,22
http://www.pthomecare.com,23
http://www.companionconnectionseniorcare.com,24
http://www.familynursingcare.com,25
http://www.lexingtonhealth.com,26
http://www.allcare.org,27
http://www.assisted1.com,28
http://www.optionscorp.com,29
http://www.carerssupport.org.uk,30
http://www.circleofcare.com,31
http://www.accessnursing.com,32
http://www.vnatc.com,33
http://www.careresourcehawaii.org,34
http://www.afamilymemberhomecare.com,35
http://www.oxfordhealthcare.net,36
http://www.mves.org,37
http://www.careforce.com,38
http://www.customcaregivers.com,39
http://www.septservices.com,40
http://www.excellenthomecare.com,41
http://www.americareny.com,42
http://www.athomenursingcare.com,43
http://www.cameocaregivers.com,44
http://www.athomesol.com,45
http://www.willcare.com,46
http://www.caringcompanionsathome.com,47
http://www.alacare.com,48
http://www.helpers.freeservers.com,49
http://www.nih.gov,0
http://www.mayoclinic.org,1
http://www.medscape.com,2
http://www.kaiserpermanente.org,3
http://www.medlineplus.gov,4
http://www.bmj.com,5
http://www.healthgrades.com,6
http://www.clevelandclinic.org,7
http://www.nih.gov,8
http://www.cancer.org,9
http://www.zocdoc.com,10
http://www.nejm.org,11
http://www.aamc.org,12
http://www.aafp.org,13
http://www.nih.gov,14
http://www.hopkinsmedicine.org,15
http://www.clinicaltrials.gov,16
http://www.studentdoctor.net,17
http://www.vitals.com,18
http://www.tums.ac.ir,19
http://www.labcorp.com,20
http://www.sutterhealth.org,21
http://www.cerner.com,22
http://www.partners.org,23
http://www.providence.org,24
http://www.doximity.com,25
http://www.rochester.edu,26
http://www.sbmu.ac.ir,27
http://www.webmd.com,28
http://www.uclahealth.org,29
http://www.cochrane.org,30
http://www.bcm.edu,31
http://www.aao.org,32
http://www.aaos.org,33
http://www.alz.org,34
http://www.mskcc.org,35
http://www.rush.edu,36
http://www.upmc.com,37
http://www.mckesson.com,38
http://www.mui.ac.ir,39
http://www.med.nyu.edu,40
http://www.ninds.nih.gov,41
http://www.utsouthwestern.edu,42
http://www.med.umich.edu,43
http://www.ratemds.com,44
http://www.nyp.org,45
http://www.musc.edu,46
http://www.arthritis.org,47
http://www.lifeinthefastlane.com,48
http://www.rsna.org,49
http://www.thundersplace.org,0
http://www.pegym.com,1
http://www.anabolicmen.com,2
http://www.cirp.org,3
http://www.erectionphotos.com,4
http://www.chronicprostatitis.com,5
http://www.livingwell.org.au,6
http://www.slybaldguys.com,7
http://www.gynecomastia.org,8
http://www.androgel.com,9
http://www.circinfo.org,10
http://www.hairloss-reversible.com,11
http://www.prostatitis.org,12
http://www.elitemensguide.com,13
http://www.circinfo.com,14
http://www.norm.org,15
http://www.malehealthcenter.com,16
http://www.prostate.com,17
http://www.malepelvicfloor.com,18
http://www.peyronies-disease-treatments.com,19
http://www.mypeyronies.com,20
http://www.dshoskes.com,21
http://www.menshealthnetwork.org,22
http://www.doublemenopause.com,23
http://www.varicoceles.com,24
http://www.peyronies.org,25
http://www.heainfo.org,26
http://www.peyroniesassociation.org,27
http://www.andrology.com,28
http://www.aaghealth.com,29
http://www.utoronto.ca,30
http://www.acor.org,31
http://www.natural-penisenlargement.net,32
http://www.centreformenshealth.co.uk,33
http://www.erectilefunction.org,34
http://www.emhf.org,35
http://www.fightlikeamaninternational.org,36
http://www.sacredjournal.atspace.com,37
http://www.hopkinsprostate.com,38
http://www.menshealthpd.com,39
http://www.menshealthweek.org,40
http://www.mymalesexuality.com,41
http://www.penisenlargementexercises.cc,42
http://www.peyroniesdisease.org.uk,43
http://www.prostatedisease.org,44
http://www.prostatitis2000.org,45
http://www.hypospadias-emotions.com,46
http://www.renewman.com,47
http://www.multiorgasmic.com,48
http://www.urolog.nl,49
http://www.psychologytoday.com,0
http://www.apa.org,1
http://www.verywellmind.com,2
http://www.nih.gov,3
http://www.additudemag.com,4
http://www.nih.gov,5
http://www.goodtherapy.org,6
http://www.samhsa.gov,7
http://www.mentalhelp.net,8
http://www.healthyplace.com,9
http://www.beyondblue.org.au,10
http://www.mind.org.uk,11
http://www.score.org,12
http://www.psychiatry.org,13
http://www.adaa.org,14
http://www.nami.org,15
http://www.mentalhealthamerica.net,16
http://www.anxietycentre.com,17
http://www.suicidepreventionlifeline.org,18
http://www.spring.org.uk,19
http://www.socialanxietysupport.com,20
http://www.counseling.org,21
http://www.yorkvilleu.ca,22
http://www.psychguides.com,23
http://www.wrongplanet.net,24
http://www.landmarkworldwide.com,25
http://www.va.gov,26
http://www.afsp.org,27
http://www.nationaleatingdisorders.org,28
http://www.loveisrespect.org,29
http://www.aacap.org,30
http://www.gamcare.org.uk,31
http://www.nasponline.org,32
http://www.addforums.com,33
http://www.stevepavlina.com,34
http://www.bphope.com,35
http://www.minddisorders.com,36
http://www.samaritans.org,37
http://www.bacp.co.uk,38
http://www.ldaamerica.org,39
http://www.nomorepanic.co.uk,40
http://www.sprc.org,41
http://www.lindamoodbell.com,42
http://www.cci.health.wa.gov.au,43
http://www.bridgestorecovery.com,44
http://www.anxietybc.com,45
http://www.iocdf.org,46
http://www.depressionforums.org,47
http://www.sane.org,48
http://www.grief.com,49
http://www.verywellhealth.com,0
http://www.health.com,1
http://www.thelancet.com,2
http://www.medicaldaily.com,3
http://www.menshealth.co.uk,4
http://www.jci.org,5
http://www.theclinics.com,6
http://www.cmaj.ca,7
http://www.besthealthmag.ca,8
http://www.nine.com.au,9
http://www.mdlinx.com,10
http://www.jpma.org.pk,11
