,Link
0,http://www.slate.com
1,http://www.infowars.com
2,http://www.dailykos.com
3,http://www.salon.com
4,http://www.nationalreview.com
5,http://www.weforum.org
6,http://www.townhall.com
7,http://www.newsmax.com
8,http://www.wnd.com
9,http://www.gallup.com
10,http://www.marxists.org
11,http://www.reason.com
12,http://www.weeklystandard.com
13,http://www.freerepublic.com
14,http://www.commondreams.org
15,http://www.newrepublic.com
16,http://www.thenation.com
17,http://www.redstate.com
18,http://www.newstatesman.com
19,http://www.powerlineblog.com
20,http://www.globalresearch.ca
21,http://www.govtrack.us
22,http://www.forward.com
23,http://www.theamericanconservative.com
24,http://www.mises.org
25,http://www.fee.org
26,http://www.mu.nu
27,http://www.lucianne.com
28,http://www.marginalrevolution.com
29,http://www.lewrockwell.com
30,http://www.weaselzippers.us
31,http://www.politicalcompass.org
32,http://www.nowtoronto.com
33,http://www.wsws.org
34,http://www.frontpagemag.com
35,http://www.informationclearinghouse.info
36,http://www.judicialwatch.org
37,http://www.spectator.org
38,http://www.grubstreet.ca
39,http://www.urban.org
40,http://www.econlib.org
41,http://www.americanprogress.org
42,http://www.kas.de
43,http://www.prospect.org
44,http://www.thenewamerican.com
45,http://www.independentsentinel.com
46,http://www.epi.org
47,http://www.libertyfund.org
48,http://www.dsausa.org
49,http://www.world.wng.org
